L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.853165,1.03922,1.052146,1.014994,0.750782,0.887098,0.893653,0.848138,0.580696,0.541885,0.582726,0.630835,0.490177,0.48306,0.446258,0.40934,0.070942,0.05495,0.058032,0.04676,0.205453,0.089187,0.080379,0.084374
0.850014,1.03615,1.049027,1.011841,0.756233,0.89478,0.901673,0.856185,0.580668,0.541892,0.582753,0.630849,0.489647,0.482694,0.445847,0.408816,0.070998,0.054925,0.057976,0.046751,0.201545,0.087917,0.079335,0.082551
0.846872,1.033079,1.045907,1.008686,0.761831,0.902617,0.909835,0.864396,0.580639,0.541898,0.582781,0.630864,0.489078,0.482313,0.445418,0.408272,0.071057,0.054902,0.057919,0.046743,0.197508,0.086613,0.078256,0.080674
0.843741,1.030007,1.042784,1.005529,0.767576,0.910599,0.918126,0.872759,0.580607,0.541902,0.58281,0.630879,0.488475,0.481913,0.444968,0.407706,0.071118,0.054876,0.057862,0.046735,0.19336,0.085282,0.077151,0.078756
0.840621,1.026931,1.039658,1.002371,0.773471,0.918716,0.926533,0.881263,0.58057,0.541904,0.582838,0.630895,0.487842,0.481491,0.444494,0.407116,0.071181,0.054849,0.057805,0.046727,0.189116,0.083934,0.076028,0.07681
0.837513,1.02385,1.03653,0.99921,0.779517,0.926959,0.935045,0.889896,0.580526,0.541903,0.582865,0.63091,0.487181,0.481044,0.443996,0.4065,0.071243,0.054818,0.057746,0.046719,0.184794,0.082579,0.074899,0.074851
0.834413,1.020764,1.033399,0.996048,0.785715,0.935318,0.94365,0.898647,0.580475,0.5419,0.582889,0.630924,0.486489,0.48057,0.443475,0.405858,0.071303,0.054782,0.057687,0.046712,0.180413,0.081227,0.073773,0.072895
0.831319,1.017669,1.030265,0.992884,0.792067,0.94378,0.952338,0.907508,0.580416,0.541893,0.58291,0.630937,0.485767,0.48007,0.442933,0.405189,0.071358,0.054742,0.057628,0.046705,0.175991,0.079889,0.072663,0.070956
0.82823,1.014567,1.027129,0.989718,0.798573,0.952335,0.9611,0.916468,0.580346,0.541883,0.582927,0.630949,0.485012,0.479545,0.442374,0.404496,0.071405,0.054696,0.057567,0.046698,0.171545,0.078574,0.07158,0.069049
0.825141,1.011454,1.02399,0.986552,0.805229,0.96097,0.969925,0.925516,0.580264,0.541869,0.58294,0.63096,0.484224,0.478995,0.4418,0.40378,0.071441,0.054644,0.057506,0.046691,0.167092,0.077293,0.070536,0.067188
0.822051,1.008332,1.020848,0.983387,0.812029,0.969674,0.978806,0.934644,0.58017,0.541851,0.58295,0.630968,0.483404,0.478424,0.441217,0.403045,0.071465,0.054587,0.057443,0.046685,0.162648,0.076054,0.06954,0.065386
0.818958,1.005198,1.017704,0.980224,0.818965,0.978433,0.987733,0.943841,0.580065,0.541829,0.582957,0.630976,0.482553,0.477837,0.440628,0.402293,0.071477,0.054524,0.05738,0.046678,0.158226,0.074867,0.068603,0.063653
0.815861,1.002052,1.014559,0.977063,0.826026,0.987236,0.996699,0.953096,0.579952,0.541802,0.582961,0.630982,0.481676,0.477239,0.440039,0.401532,0.071481,0.054455,0.057316,0.046672,0.153838,0.073741,0.067734,0.062001
0.812759,0.998894,1.011413,0.973905,0.8332,0.996071,1.005695,0.962398,0.579835,0.54177,0.582961,0.630986,0.480775,0.476636,0.439454,0.400769,0.071479,0.054381,0.05725,0.046667,0.149497,0.072684,0.066944,0.060438
0.809651,0.995722,1.008267,0.97075,0.840476,1.004928,1.014714,0.971736,0.579719,0.541734,0.582959,0.630988,0.479854,0.476035,0.438877,0.400011,0.071475,0.054302,0.057184,0.046662,0.145212,0.071707,0.066243,0.058973
0.806538,0.992537,1.005123,0.967599,0.847843,1.013796,1.023749,0.981099,0.579608,0.541692,0.582954,0.630989,0.478915,0.475442,0.438315,0.399267,0.071472,0.054219,0.057117,0.046657,0.140993,0.070818,0.065639,0.057612
0.803422,0.989341,1.001981,0.964451,0.855289,1.022666,1.032793,0.990478,0.579503,0.541647,0.582947,0.630989,0.477959,0.474865,0.437774,0.398544,0.071471,0.054132,0.05705,0.046653,0.136851,0.070028,0.065144,0.056364
0.800302,0.986135,0.998842,0.961306,0.862806,1.031529,1.041838,0.999865,0.579408,0.541598,0.582937,0.630988,0.476988,0.474311,0.437258,0.39785,0.071476,0.054045,0.056983,0.046649,0.132794,0.069347,0.064765,0.055235
0.797179,0.982922,0.995708,0.958164,0.870381,1.040376,1.050877,1.009252,0.579322,0.541547,0.582926,0.630988,0.476003,0.473786,0.436774,0.397192,0.071485,0.053957,0.056917,0.046643,0.128831,0.068784,0.064512,0.054233
0.794056,0.979704,0.992577,0.955023,0.878007,1.049199,1.059901,1.018633,0.579247,0.541497,0.582914,0.630988,0.475004,0.473296,0.436328,0.396575,0.071502,0.053871,0.056851,0.046637,0.12497,0.068348,0.064393,0.053363
0.790932,0.976488,0.989451,0.951882,0.885673,1.05799,1.068902,1.028001,0.579184,0.541451,0.582904,0.63099,0.473994,0.472845,0.435924,0.396004,0.071525,0.053791,0.056787,0.046629,0.121219,0.068049,0.064414,0.052631
0.787808,0.973275,0.986328,0.94874,0.893371,1.066739,1.077871,1.037349,0.57913,0.541411,0.582896,0.630995,0.472974,0.47244,0.435566,0.395484,0.071555,0.053718,0.056725,0.046619,0.117584,0.067892,0.064581,0.052042
0.784684,0.970072,0.983207,0.945595,0.901093,1.075438,1.086799,1.046672,0.579086,0.541381,0.582892,0.631002,0.471946,0.472081,0.43526,0.395016,0.071592,0.053653,0.056665,0.046606,0.114074,0.067884,0.064899,0.051599
0.781559,0.966879,0.980089,0.942447,0.908833,1.084078,1.095675,1.055961,0.579051,0.541361,0.582891,0.631012,0.470916,0.471773,0.435006,0.394602,0.071635,0.053599,0.056607,0.046592,0.110694,0.068027,0.065368,0.051307
0.778434,0.9637,0.976971,0.939294,0.916584,1.092651,1.104489,1.065209,0.579022,0.541352,0.582895,0.631025,0.469888,0.471516,0.434807,0.394243,0.071683,0.053553,0.056551,0.046574,0.107452,0.068326,0.065991,0.051166
0.775308,0.960535,0.973853,0.936136,0.924339,1.101148,1.11323,1.074407,0.578999,0.541355,0.582904,0.63104,0.468869,0.47131,0.434663,0.393936,0.071737,0.053515,0.056497,0.046554,0.104352,0.068779,0.066766,0.05118
0.772181,0.957383,0.970734,0.932973,0.93209,1.10956,1.121886,1.083546,0.578981,0.54137,0.582916,0.631057,0.467866,0.471155,0.434574,0.39368,0.071797,0.053484,0.056445,0.04653,0.101401,0.069386,0.067689,0.051347
0.769054,0.954244,0.967611,0.929803,0.939827,1.117878,1.130447,1.092614,0.578967,0.541395,0.582933,0.631077,0.466884,0.471051,0.434537,0.393474,0.071861,0.053457,0.056394,0.046504,0.098601,0.070144,0.068759,0.051668
0.765927,0.951116,0.964484,0.926627,0.94754,1.126094,1.138902,1.101597,0.578956,0.541431,0.582953,0.631098,0.465931,0.470994,0.434548,0.393313,0.07193,0.053433,0.056344,0.046474,0.095956,0.07105,0.069971,0.052141
0.762801,0.947999,0.961353,0.923446,0.955219,1.134199,1.14724,1.110482,0.578949,0.541476,0.582975,0.63112,0.465013,0.470982,0.434604,0.393196,0.072004,0.053412,0.056295,0.046441,0.09347,0.072098,0.07132,0.052762
0.759675,0.944893,0.958215,0.92026,0.962853,1.142186,1.155452,1.119255,0.578943,0.541531,0.582998,0.631142,0.464135,0.471011,0.434699,0.39312,0.072082,0.053392,0.056247,0.046405,0.091143,0.073283,0.072802,0.053528
0.756551,0.941796,0.955072,0.91707,0.970432,1.150044,1.163526,1.127902,0.578939,0.541595,0.583022,0.631163,0.463304,0.471077,0.434829,0.393081,0.072165,0.053372,0.056198,0.046366,0.088978,0.0746,0.074409,0.054434
0.753428,0.938708,0.951924,0.913879,0.977946,1.157768,1.171455,1.13641,0.578935,0.541667,0.583045,0.631184,0.462524,0.471174,0.43499,0.393076,0.072252,0.053351,0.056149,0.046325,0.086975,0.076041,0.076135,0.055473
0.750308,0.935629,0.948773,0.910688,0.985383,1.165347,1.179227,1.144764,0.578931,0.541747,0.58307,0.631205,0.461801,0.471298,0.435175,0.393102,0.072344,0.053329,0.0561,0.046282,0.085132,0.077599,0.077971,0.056639
0.74719,0.932558,0.945623,0.9075,0.992733,1.172776,1.186834,1.152953,0.578926,0.541833,0.583098,0.631227,0.461139,0.471444,0.435379,0.393155,0.07244,0.053305,0.05605,0.046236,0.083447,0.079266,0.079909,0.057924
0.744075,0.929494,0.942475,0.904315,0.999984,1.180045,1.194265,1.160963,0.578919,0.541926,0.583129,0.63125,0.46054,0.471607,0.435597,0.39323,0.072542,0.053279,0.056,0.046188,0.081918,0.081034,0.081939,0.059316
0.740964,0.926434,0.939332,0.901136,1.007124,1.187147,1.201509,1.168783,0.57891,0.542021,0.583164,0.631274,0.460008,0.47178,0.435823,0.393325,0.072648,0.053251,0.055949,0.046138,0.080538,0.082893,0.084048,0.060807
0.737856,0.923375,0.936194,0.897962,1.014141,1.194073,1.208558,1.176399,0.578899,0.542118,0.583205,0.631301,0.459544,0.471959,0.43605,0.393436,0.072758,0.05322,0.055896,0.046086,0.079303,0.084833,0.086226,0.062384
0.734752,0.920316,0.933064,0.894794,1.02102,1.200814,1.215401,1.183798,0.578884,0.542215,0.58325,0.631331,0.459151,0.472135,0.436272,0.393557,0.072874,0.053187,0.055843,0.046033,0.078205,0.086843,0.08846,0.064034
0.731651,0.917255,0.929941,0.891634,1.027748,1.20736,1.222028,1.190969,0.578865,0.542308,0.5833,0.631363,0.458829,0.472305,0.436483,0.393685,0.072994,0.053152,0.055788,0.045978,0.077236,0.088909,0.090737,0.065744
0.728554,0.914189,0.926827,0.88848,1.034309,1.213701,1.228428,1.197898,0.578841,0.542397,0.583354,0.631398,0.458581,0.472461,0.436678,0.393817,0.073119,0.053113,0.055732,0.045923,0.076386,0.091019,0.093044,0.067498
0.72546,0.91112,0.92372,0.885334,1.04069,1.219827,1.234592,1.204571,0.578812,0.542482,0.583412,0.631434,0.458407,0.472601,0.43685,0.393948,0.073249,0.05307,0.055674,0.045868,0.075645,0.093158,0.095364,0.06928
0.72237,0.908046,0.920621,0.882195,1.046872,1.225725,1.240509,1.210974,0.578777,0.542562,0.583473,0.631473,0.458309,0.47272,0.436996,0.394076,0.073384,0.053025,0.055615,0.045813,0.075001,0.095307,0.097683,0.071073
0.719283,0.904969,0.91753,0.879064,1.052837,1.231384,1.246165,1.21709,0.578737,0.542636,0.583536,0.631513,0.458284,0.472816,0.437111,0.394197,0.073523,0.052975,0.055554,0.04576,0.074443,0.097449,0.099982,0.072858
0.716201,0.901889,0.914447,0.87594,1.058566,1.23679,1.251548,1.222904,0.578692,0.542706,0.583602,0.631555,0.458332,0.472889,0.437195,0.394309,0.073668,0.052923,0.055492,0.04571,0.073957,0.099563,0.102241,0.074616
0.713122,0.898806,0.911369,0.872824,1.064038,1.241927,1.256645,1.228399,0.578641,0.542771,0.583668,0.6316,0.45845,0.472938,0.437247,0.394412,0.073817,0.052867,0.055427,0.045662,0.073532,0.101626,0.104439,0.076327
0.710047,0.895721,0.908296,0.869715,1.069228,1.246779,1.261439,1.233559,0.578584,0.542832,0.583734,0.631647,0.458632,0.472964,0.437269,0.394505,0.073972,0.052809,0.055361,0.045617,0.073154,0.103615,0.106551,0.077969
0.706976,0.892635,0.905227,0.866612,1.074115,1.25133,1.265914,1.238368,0.578523,0.542889,0.583799,0.631697,0.458874,0.47297,0.437265,0.394588,0.074132,0.052748,0.055294,0.045577,0.072811,0.105505,0.108552,0.07952
0.703909,0.889548,0.902161,0.863513,1.078674,1.255561,1.270057,1.242807,0.578456,0.542943,0.583862,0.631749,0.459168,0.472961,0.43724,0.394664,0.074298,0.052686,0.055225,0.045542,0.072491,0.10727,0.110416,0.080959
0.700845,0.886461,0.899096,0.860417,1.082881,1.259454,1.27385,1.246863,0.578384,0.542993,0.583923,0.631799,0.459507,0.472942,0.437202,0.394735,0.074471,0.052621,0.055155,0.045509,0.072183,0.108884,0.112117,0.082264
0.697786,0.883374,0.896032,0.85732,1.086714,1.262993,1.277282,1.25052,0.578308,0.543041,0.58398,0.631846,0.459882,0.47292,0.437158,0.394806,0.074651,0.052556,0.055084,0.045479,0.071878,0.110322,0.113629,0.083413
0.694731,0.880289,0.89297,0.854221,1.09015,1.266161,1.28034,1.253768,0.578227,0.543086,0.584035,0.631887,0.460284,0.472904,0.437119,0.394881,0.074839,0.052489,0.055012,0.045449,0.071568,0.111557,0.114926,0.084386
0.69168,0.877205,0.889908,0.851119,1.093172,1.268945,1.283015,1.256597,0.578142,0.543129,0.584086,0.631923,0.460704,0.472902,0.437094,0.394967,0.075036,0.052423,0.05494,0.04542,0.071248,0.112567,0.115984,0.085162
0.688635,0.874124,0.886848,0.848014,1.095764,1.271334,1.285301,1.259001,0.578053,0.54317,0.584134,0.631951,0.461133,0.472924,0.437094,0.39507,0.075244,0.052356,0.054868,0.04539,0.070913,0.11333,0.116784,0.085726
0.685595,0.871045,0.88379,0.844904,1.097915,1.273322,1.287195,1.260979,0.577961,0.543209,0.584179,0.631973,0.46156,0.472978,0.43713,0.395196,0.075462,0.05229,0.054795,0.04536,0.070562,0.113827,0.117306,0.086062
0.682561,0.867969,0.880733,0.841791,1.099622,1.274906,1.2887,1.262534,0.577866,0.543247,0.584221,0.631988,0.461978,0.473074,0.437211,0.395351,0.075693,0.052224,0.054722,0.045328,0.070198,0.114047,0.117537,0.08616
0.679534,0.864897,0.877679,0.838676,1.100886,1.276092,1.289822,1.263673,0.577768,0.543284,0.58426,0.631996,0.46238,0.47322,0.437347,0.395541,0.075939,0.052159,0.054649,0.045295,0.069823,0.113978,0.117467,0.086014
0.676514,0.861829,0.874628,0.835558,1.101715,1.276889,1.290573,1.264408,0.577669,0.54332,0.584295,0.631998,0.462759,0.473422,0.437542,0.395771,0.0762,0.052095,0.054576,0.045262,0.069445,0.113618,0.117093,0.08562
0.673501,0.858764,0.871579,0.832439,1.102125,1.277311,1.290971,1.264758,0.577569,0.543355,0.584328,0.631994,0.463113,0.473684,0.437802,0.396045,0.07648,0.052032,0.054504,0.045229,0.069073,0.112968,0.116417,0.084982
0.670496,0.855703,0.868533,0.829319,1.102138,1.277379,1.291035,1.264743,0.577469,0.54339,0.584358,0.631986,0.463438,0.47401,0.43813,0.396364,0.076781,0.051971,0.054432,0.045197,0.068717,0.112035,0.115446,0.084106
0.6675,0.852646,0.86549,0.8262,1.101783,1.27712,1.290793,1.26439,0.577371,0.543424,0.584386,0.631973,0.463735,0.4744,0.438524,0.396729,0.077106,0.051911,0.05436,0.045166,0.068389,0.11083,0.114192,0.083007
0.664513,0.849592,0.86245,0.823083,1.101093,1.276563,1.290273,1.263729,0.577276,0.543457,0.584411,0.631956,0.464005,0.474851,0.438983,0.39714,0.077458,0.051853,0.054288,0.045136,0.068102,0.109371,0.112673,0.081699
0.661537,0.846541,0.859412,0.819968,1.100106,1.275742,1.289507,1.262791,0.577185,0.54349,0.584436,0.631938,0.464251,0.47536,0.439502,0.397593,0.07784,0.051797,0.054215,0.045109,0.067868,0.107678,0.11091,0.080204
0.658572,0.843495,0.856377,0.816857,1.098863,1.274692,1.288529,1.261611,0.5771,0.543523,0.584459,0.631918,0.464477,0.47592,0.440075,0.398083,0.078256,0.051744,0.054143,0.045084,0.067699,0.105776,0.10893,0.078545
0.65562,0.840452,0.853345,0.813752,1.097404,1.273448,1.28737,1.260222,0.577022,0.543556,0.584481,0.631898,0.464685,0.476523,0.440692,0.398605,0.07871,0.051693,0.054069,0.045062,0.067602,0.103694,0.106761,0.076747
0.652683,0.837414,0.850316,0.810653,1.095769,1.272044,1.286062,1.258656,0.576952,0.543589,0.584503,0.631878,0.464879,0.47716,0.441343,0.399151,0.079208,0.051645,0.053994,0.045044,0.067582,0.101462,0.104434,0.074839
0.649763,0.83438,0.84729,0.807562,1.093993,1.27051,1.284631,1.256943,0.576892,0.543623,0.584525,0.63186,0.465062,0.477818,0.442018,0.399712,0.079752,0.0516,0.053918,0.045031,0.067639,0.099113,0.101982,0.072848
0.646861,0.831351,0.844265,0.80448,1.092108,1.268872,1.2831,1.255109,0.576844,0.543656,0.584547,0.631842,0.465233,0.478487,0.442703,0.400279,0.080349,0.051558,0.05384,0.045024,0.067769,0.09668,0.099439,0.070803
0.64398,0.828328,0.841244,0.801408,1.090135,1.267147,1.281485,1.253175,0.576809,0.543691,0.584569,0.631828,0.465393,0.479155,0.443388,0.400843,0.081003,0.05152,0.053759,0.045024,0.067968,0.094198,0.096838,0.068729
0.641122,0.825311,0.838224,0.798347,1.088094,1.26535,1.279799,1.251156,0.576788,0.543725,0.584591,0.631816,0.465541,0.479811,0.444059,0.401394,0.081718,0.051485,0.053676,0.045032,0.068226,0.0917,0.094214,0.066654
0.63829,0.822301,0.835206,0.7953,1.085995,1.263489,1.278049,1.249066,0.576782,0.543761,0.584614,0.631809,0.465674,0.480444,0.444706,0.401925,0.0825,0.051453,0.05359,0.045048,0.068533,0.08922,0.091597,0.064601
0.635487,0.819298,0.832191,0.792267,1.083844,1.261567,1.276237,1.246911,0.57679,0.543797,0.584636,0.631806,0.465791,0.481045,0.445319,0.402425,0.083354,0.051424,0.0535,0.045073,0.06888,0.08679,0.089022,0.062594
0.632715,0.816304,0.829178,0.78925,1.081643,1.259586,1.274365,1.244697,0.576813,0.543834,0.58466,0.631808,0.465889,0.481605,0.445889,0.40289,0.084282,0.051399,0.053408,0.045109,0.069254,0.084441,0.086516,0.060655
0.629979,0.813319,0.826169,0.78625,1.079392,1.257542,1.272429,1.242426,0.576851,0.543871,0.584683,0.631815,0.465967,0.482118,0.446411,0.403313,0.085291,0.051376,0.053313,0.045157,0.069644,0.082199,0.084108,0.058803
0.627282,0.810344,0.823164,0.783269,1.077085,1.255432,1.270424,1.240098,0.576903,0.543909,0.584707,0.631828,0.466024,0.48258,0.446878,0.403691,0.086383,0.051356,0.053215,0.045218,0.070041,0.080089,0.081822,0.057057
0.624628,0.807381,0.820165,0.780309,1.074721,1.253251,1.268343,1.237712,0.576967,0.543947,0.584732,0.631847,0.46606,0.482987,0.44729,0.404022,0.087564,0.051338,0.053115,0.045292,0.070433,0.07813,0.079679,0.055431
0.622021,0.804431,0.817175,0.777371,1.072293,1.250995,1.266182,1.235265,0.577042,0.543985,0.584756,0.63187,0.466075,0.483341,0.447645,0.404303,0.088836,0.051321,0.053015,0.045382,0.070812,0.076337,0.077696,0.053937
0.619466,0.801494,0.814197,0.774456,1.069798,1.248659,1.263935,1.232757,0.577126,0.544022,0.584779,0.631899,0.466069,0.483641,0.447945,0.404537,0.090204,0.051305,0.052917,0.045488,0.071171,0.074719,0.075886,0.052583
0.616968,0.798573,0.811234,0.771565,1.067234,1.24624,1.261599,1.230186,0.577216,0.544058,0.584801,0.631932,0.466043,0.483891,0.448194,0.404723,0.09167,0.051289,0.052821,0.045612,0.071503,0.073282,0.074256,0.051375
0.614532,0.795669,0.808289,0.768701,1.064599,1.243737,1.259171,1.227551,0.57731,0.544092,0.58482,0.631969,0.465999,0.484094,0.448395,0.404867,0.093239,0.051272,0.052731,0.045754,0.071805,0.072025,0.072808,0.050311
0.612164,0.792782,0.805367,0.765863,1.061895,1.241152,1.256652,1.224854,0.577404,0.544123,0.584835,0.63201,0.465937,0.484254,0.448555,0.40497,0.094913,0.051253,0.052647,0.045915,0.072073,0.070943,0.071539,0.049389
0.60987,0.789915,0.802471,0.763054,1.059122,1.238486,1.254043,1.222098,0.577495,0.544151,0.584846,0.632053,0.46586,0.484376,0.448676,0.405036,0.096696,0.051233,0.052571,0.046096,0.072308,0.070025,0.070443,0.048601
0.607656,0.787069,0.799604,0.760275,1.056286,1.235745,1.251352,1.219285,0.577578,0.544175,0.584849,0.632097,0.46577,0.484464,0.448765,0.40507,0.09859,0.051209,0.052502,0.046299,0.07251,0.069259,0.069507,0.047938
0.605527,0.784247,0.796769,0.757525,1.053392,1.232934,1.248584,1.216419,0.577652,0.544194,0.584846,0.632141,0.465666,0.484522,0.448823,0.405074,0.100596,0.051184,0.052439,0.046524,0.072681,0.06863,0.06872,0.047387
0.603492,0.781448,0.793966,0.754806,1.050446,1.230061,1.245748,1.213506,0.577711,0.544207,0.584835,0.632184,0.465551,0.484553,0.448855,0.405053,0.102717,0.051155,0.052379,0.046772,0.072822,0.068123,0.068066,0.046936
0.601555,0.778676,0.791199,0.752119,1.047454,1.227131,1.242853,1.210551,0.577753,0.544215,0.584817,0.632225,0.465426,0.48456,0.448865,0.40501,0.104955,0.051125,0.052322,0.047044,0.072937,0.067721,0.06753,0.04657
0.599725,0.775932,0.788467,0.749463,1.044423,1.224154,1.239906,1.207559,0.577776,0.544216,0.58479,0.632263,0.465292,0.484546,0.448854,0.404949,0.107309,0.051094,0.052265,0.047339,0.07303,0.067408,0.067094,0.046277
0.598008,0.773217,0.785772,0.746838,1.04136,1.221135,1.236917,1.204535,0.577775,0.544212,0.584757,0.632295,0.465152,0.484515,0.448827,0.404873,0.109782,0.051063,0.052207,0.04766,0.073101,0.067169,0.066744,0.046045
0.596412,0.770534,0.783116,0.744246,1.03827,1.218082,1.233891,1.201486,0.57775,0.544201,0.584718,0.632322,0.465007,0.484469,0.448787,0.404785,0.112374,0.051036,0.052146,0.048008,0.073155,0.06699,0.066464,0.045861
0.594943,0.767884,0.780497,0.741687,1.03516,1.215,1.230836,1.198415,0.577699,0.544184,0.584674,0.632342,0.464859,0.484412,0.448736,0.404688,0.115085,0.051015,0.052083,0.048384,0.073193,0.066857,0.066241,0.045716
0.593608,0.765269,0.777917,0.739161,1.032035,1.211895,1.227758,1.195328,0.57762,0.544162,0.584626,0.632352,0.46471,0.484347,0.448679,0.404588,0.117916,0.051005,0.052017,0.048792,0.073218,0.06676,0.066063,0.045601
0.592413,0.762691,0.775377,0.736669,1.028898,1.208772,1.224661,1.192227,0.577513,0.544133,0.584575,0.632351,0.464563,0.484279,0.448619,0.404486,0.120867,0.051009,0.051952,0.049235,0.073232,0.066689,0.065919,0.045508
0.591366,0.760152,0.772877,0.734213,1.025753,1.205637,1.221552,1.189116,0.577379,0.544099,0.584524,0.632339,0.464418,0.484209,0.448558,0.404385,0.123937,0.051034,0.051891,0.049718,0.073237,0.066634,0.0658,0.045433
0.590471,0.757655,0.770418,0.731796,1.022603,1.202493,1.218434,1.186,0.577217,0.544059,0.584473,0.632316,0.464279,0.484143,0.448499,0.404289,0.127128,0.051085,0.051838,0.050246,0.073235,0.06659,0.065699,0.045368
0.589735,0.755204,0.768001,0.729421,1.019451,1.199344,1.21531,1.182879,0.57703,0.544014,0.584423,0.632281,0.464146,0.484081,0.448445,0.4042,0.130437,0.051171,0.051799,0.050826,0.073227,0.066551,0.06561,0.045311
0.589161,0.752802,0.765628,0.72709,1.016299,1.196193,1.212184,1.179757,0.576817,0.543964,0.584375,0.632235,0.464021,0.484025,0.448397,0.404118,0.133864,0.051298,0.051783,0.051465,0.073213,0.066512,0.065526,0.045259
0.588753,0.75045,0.763299,0.724806,1.013147,1.193042,1.209057,1.176634,0.576582,0.543909,0.584329,0.632178,0.463904,0.483977,0.448357,0.404044,0.137408,0.051474,0.051795,0.052171,0.073196,0.06647,0.065444,0.045209
0.588516,0.748153,0.761016,0.722572,1.009997,1.189892,1.205932,1.173513,0.576327,0.54385,0.584284,0.632109,0.463796,0.483937,0.448327,0.403981,0.141068,0.051709,0.051846,0.052951,0.073176,0.066422,0.065361,0.04516
0.588451,0.745914,0.758783,0.720391,1.006849,1.186745,1.202809,1.170394,0.576052,0.543785,0.584241,0.632029,0.463696,0.483907,0.448306,0.403927,0.144841,0.05201,0.051944,0.053811,0.073155,0.066367,0.065274,0.04511
0.58856,0.743734,0.756599,0.718262,1.003703,1.183602,1.19969,1.167278,0.575761,0.543715,0.584197,0.631938,0.463604,0.483887,0.448295,0.403883,0.148725,0.052386,0.052096,0.05476,0.073132,0.066304,0.065181,0.045059
0.588843,0.741619,0.754469,0.716189,1.000561,1.180465,1.196576,1.164165,0.575455,0.54364,0.584152,0.631837,0.463521,0.483877,0.448294,0.403848,0.152715,0.052846,0.052312,0.055802,0.073108,0.066232,0.065084,0.045007
0.5893,0.73957,0.752393,0.714171,0.997421,1.177333,1.193468,1.161055,0.575135,0.543559,0.584105,0.631724,0.463445,0.483878,0.448303,0.403822,0.156808,0.053396,0.052598,0.056942,0.073085,0.066153,0.064982,0.044953
0.589928,0.737592,0.750372,0.712209,0.994284,1.174207,1.190366,1.157948,0.574802,0.543474,0.584054,0.631599,0.463378,0.483889,0.44832,0.403804,0.160997,0.054044,0.052963,0.058185,0.073062,0.066067,0.064876,0.044898
0.590726,0.73569,0.74841,0.710306,0.99115,1.171088,1.187269,1.154844,0.574458,0.543384,0.583999,0.63146,0.463319,0.483909,0.448345,0.403793,0.165276,0.054796,0.053412,0.059532,0.073038,0.065977,0.064766,0.044843
0.59169,0.733866,0.746507,0.708463,0.988018,1.167973,1.184177,1.151741,0.574101,0.543291,0.583941,0.631307,0.463268,0.483937,0.448376,0.403787,0.169636,0.055656,0.053951,0.060987,0.073015,0.065882,0.064654,0.044787
0.592815,0.732128,0.744668,0.706683,0.984888,1.164863,1.181088,1.148639,0.573732,0.543196,0.583879,0.631139,0.463223,0.483971,0.448413,0.403787,0.174066,0.056627,0.054584,0.062549,0.072992,0.065784,0.064541,0.044731
0.594097,0.73048,0.742896,0.704967,0.981758,1.161754,1.178,1.145537,0.573348,0.543101,0.583813,0.630956,0.463183,0.484008,0.448453,0.403791,0.178554,0.057709,0.055315,0.064217,0.07297,0.065686,0.064428,0.044675
0.595528,0.728929,0.741197,0.703322,0.978629,1.158647,1.174913,1.142434,0.572949,0.543008,0.583746,0.630756,0.463149,0.484048,0.448497,0.403797,0.183086,0.058904,0.056145,0.065989,0.072949,0.065588,0.064315,0.044621
0.597103,0.727484,0.739578,0.701751,0.975499,1.15554,1.171825,1.139329,0.572532,0.542918,0.58368,0.63054,0.463119,0.484087,0.448541,0.403804,0.187645,0.060206,0.057076,0.067861,0.072927,0.065491,0.064203,0.044567
0.598814,0.726154,0.738048,0.700262,0.972368,1.152432,1.168734,1.136223,0.572095,0.542835,0.583616,0.630306,0.463092,0.484126,0.448586,0.403812,0.192215,0.061613,0.058106,0.069827,0.072907,0.065397,0.064093,0.044516
0.600653,0.72495,0.736617,0.698864,0.969234,1.149322,1.165639,1.133113,0.571634,0.542761,0.583558,0.630058,0.463068,0.484162,0.448629,0.40382,0.196775,0.063115,0.059232,0.071881,0.072887,0.065307,0.063987,0.044466
0.602612,0.723884,0.735297,0.697566,0.966099,1.146211,1.162541,1.13,0.571147,0.542699,0.58351,0.629795,0.463046,0.484196,0.44867,0.403825,0.201305,0.064705,0.060449,0.074014,0.072868,0.06522,0.063883,0.044417
0.604685,0.722971,0.734103,0.69638,0.962962,1.143097,1.159438,1.126883,0.570629,0.542653,0.583476,0.629521,0.463025,0.484227,0.448708,0.403829,0.205782,0.066368,0.061751,0.076214,0.07285,0.065138,0.063784,0.04437
0.606864,0.722225,0.733049,0.69532,0.959823,1.139981,1.156331,1.123761,0.570076,0.542625,0.583461,0.629238,0.463006,0.484253,0.448742,0.40383,0.210181,0.068093,0.063128,0.07847,0.072834,0.06506,0.06369,0.044325
0.609143,0.721665,0.732154,0.694402,0.956682,1.136861,1.15322,1.120635,0.569484,0.542618,0.583469,0.628953,0.462987,0.484276,0.448771,0.403828,0.214479,0.069863,0.064571,0.080768,0.07282,0.064987,0.063601,0.044281
